"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012023";"926091";"CONSELHO REGIONAL DE NUTRICIONISTAS-8ª - PR";"5";"Pregão";"80832000087202366";"Objeto: Pregão Eletrônico - Prestação de Serviços terceirizados de recepcionista e servente de limpeza cumulado com copeira, com fornecimento de materiais, equipamentos e uniformes, com dedicação exclusiva de mão de obra.";"Divulgado";"38000";"Sem informação";"38989";"CONSELHO REGIONAL DE NUTRICIONISTAS 8A - PR";"-3";"Inválido";"27/11/2023";"22/11/2023";"93790,0000"
"000012023";"114618";"SUPERINTENDENCIA ESTADUAL IBGE MINAS GERAIS";"5";"Pregão";"03631.000681/2023";"Objeto: Pregão Eletrônico - Contratação de serviços 4 postos de apoio administrativo a serem executados com regime de dedicação exclusiva de mão de obra, por 24 meses.";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"MG";"BELO HORIZONTE";"03/11/2023";"18/10/2023";"375609,3600"
"000012023";"114629";"SUPERINTENDENCIA DO IBGE NO DISTRITO FEDERAL";"5";"Pregão";"3653.131/23-03";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para prestação de serviços continuados em regime de dedicação exclusiva de cozinheiro e ajudante de cozinha.";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"DF";"BRASILIA";"07/11/2023";"23/10/2023";"580173,6000"
"000012023";"120073";"BASE AEREA DE FLORIANOPOLIS";"3";"Concorrência";"67272001984202311";"Objeto: Contratação de empresa especializada para realizar a execução (fornecimento de material e mão de obra) de um reservatório de concreto armado nas instalações da Base Aérea de Florianópolis, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos.";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"SC";"FLORIANOPOLIS";"14/11/2023";"";"269000,0000"
"000012023";"120630";"GRUPAMENTO DE APOIO DE MANAUS";"3";"Concorrência";"67615005652202388";"Objeto: Reformar O Destacamento De Controle Do Espaço Aéreo De Santarém (PA) E Sua Vila Habitacional";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"AM";"MANAUS";"09/11/2023";"";"2445370,5000"
"000012023";"120637";"BASE AEREA DE BOA VISTA";"3";"Concorrência";"67291005202202395";"Objeto: Concorrência 001/2023 - SERVIÇO ESPECIAL DE ENGENHARIA PARA RECUPERAÇÃO DA COBERTURA DO RANCHO DA BASE AÉREA DE BOA VISTA";"Evento de Alteração Publicad";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RR";"BOA VISTA";"16/11/2023";"";"1082240,0600"
"000012023";"135023";"EMBRAPA/CNPAB";"7";"Inexigibilidade de Licitação";"21150.001536/2023";"Objeto: Aquisição de Plasmídeos para o laboratório de Genética e Bioquímica da Embrapa Agrobiologia";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"RJ";"SEROPEDICA";"16/11/2023";"";"12089,0000"
"000012023";"135042";"EMBRAPA/UEP/RECIFE";"7";"Inexigibilidade de Licitação";"21201002333202381";"Objeto: Inscrição no Curso Zênite On Line: 'AS CONTRATAÇÕES DAS ESTATAIS EM FOCO 40 QUESTÕES POLÊMICAS E ESTUDO DE CASOS PRÁTICOS SOBRE A LEI Nº 13.303/2016, para as empregadas Marisa Teixeira Mattioli e Carmem Lucia Vitoriano da Silva, no período de17/11 e 21 a 24/11/2023.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"PE";"RECIFE";"08/11/2023";"";"5940,0000"
"000012023";"135082";"EMBRAPA/CPACP";"5";"Pregão";"21171.000810/2023";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para prestação de serviços de adm., gerenciamento de frota, por meio de sistema web informatizado e integrado, executados em rede de estabelecimentos (OFICINAS MECÂNICAS) credenciados, relativos à manutenção preventiva e corretiva dos veículos automotores, máquinas e implementos agrícolas, pertencentes à frota da Embrapa Cocais, com fornecimento de peças, acessórios originais e serviços de abastecimento de combustíveis (diesel e gasolina).";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"MA";"SAO LUIS";"14/11/2023";"14/11/2023";"494400,0000"
"000012023";"135115";"CONAB SEDE SUREG CEARA";"5";"Pregão";"21441000223202352";"Objeto: Pregão Eletrônico - Contratação de prestação de serviço de locação de impressoras multifuncionais a fim de suprir as necessidades da CONAB  Superintendência Regional do Ceará, conforme especificações, quantidades, exigências e condições, estabelecidas no Termo de Referência, Anexo I do Edital.";"Publicado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"CE";"FORTALEZA";"21/11/2023";"16/11/2023";"38990,0000"
"000012023";"135285";"CONAB SEDE SUREG PERNAMBUCO";"6";"Dispensa de Licitação";"21449000781202348";"Objeto: Aquisição de 200 Lâmpadas Led bulbo 25W branca bivolt";"Encerrado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"PE";"RECIFE";"01/11/2023";"";"2278,0000"
"000012023";"135305";"CONAB SEDE SUREG RIO DE JANEIRO";"6";"Dispensa de Licitação";"21451.894/2022-13";"Objeto: Aquisição de Café, Açúcar crista e Copo descartável de 200ml para água.";"Encerrado";"49000";"Ministério do Desenvolvimento Agrário e Agr";"22211";"Companhia Nacional de Abastecimento";"RJ";"RIO DE JANEIRO";"06/11/2023";"02/02/2023";"1905,0000"
"000012023";"152756";"INST. FED. DO RN / CAMPUS PARNAMIRIM";"-99";"Pregão - Registro de Preço";"23426001527202270";"Objeto: Pregão Eletrônico - Aquisição de materiais diversos para atender as demandas planejadas pela Coordenação de Serviços Gerais e Manutenção do IFRN Nova Cruz, conforme condições, quantidades e exigências estabelecidas no Termo de Referência.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"RN";"PARNAMIRIM";"03/11/2023";"14/08/2023";"53390,0000"
