"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012023";"130094";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/PA";"5";"Pregão";"21030.002858/2023";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para prestação de serviços comuns de engenharia descontinuados de manutenção predial corretiva e preventiva, com fornecimento de mão de obra e materiais, os serviços serão realizados sob demanda, com aporte financeiro parcial (a execução será realizada através de pequenas empreitadas, um, dois ou mais prédios, conforme a disponibilização dos valores destinados), para atender as necessidades da Sede da Superintendência Federal de Agricultura-";"Evento de Adiamento Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PA";"BELEM";"17/01/2024";"26/12/2023";"170612,0000"
"000012023";"135008";"EMBRAPA/CPAF-AMAPA";"7";"Inexigibilidade de Licitação";"21157001423202338";"Objeto: Aquisição de serviço para atualização do Sistema Informatizado para Laboratórios de Análises (SILAS) para a Embrapa Amapá.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"AP";"MACAPA";"08/01/2024";"";"26636,4500"
"000012023";"135020";"EMBRAPA/CTAA";"7";"Inexigibilidade de Licitação";"21152.001449/2023";"Objeto: Aquisição de Insumos para Utilização no Analisador Automático de Fibra Alimentar da Embrapa Agroindústria de Alimentos";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"RJ";"RIO DE JANEIRO";"02/01/2024";"";"100061,6000"
"000012023";"135039";"EMBRAPA/CPAC";"7";"Inexigibilidade de Licitação";"21167.001652/2023";"Objeto: Aquisição de Selo GFP para Equipamento Shimatzu da Embrapa Cerrados";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"DF";"BRASILIA";"08/01/2024";"";"3097,5000"
"000012023";"152237";"CAMPUS ARRAIAL DO CABO";"-99";"Pregão - Registro de Preço";"23826000189202327";"Objeto: Pregão Eletrônico - Contratação de empresa para fornecimento de Becas para formatura dos alunos";"Publicado";"26000";"Ministério da Educação";"26433";"Instituto Federal do Rio de Janeiro";"RJ";"ARRAIAL DO CABO";"18/01/2024";"08/01/2024";"11890,0000"
"000012023";"152757";"INSTITUTO FEDERAL DO RN - CAMPUS NOVA CRUZ";"-99";"Pregão - Registro de Preço";"23426001032202321";"Objeto: Pregão Eletrônico - Aquisição de material de consumo de vidrarias e artigos gerais de laboratório para desenvolvimento das atividades do setor de Laboratórios do IFRN Campus Nova Cruz.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"RN";"NOVA CRUZ";"15/01/2024";"30/10/2023";"0,00"
"000012023";"153045";"UNIVERSIDADE FEDERAL DO CEARA";"3";"Concorrência";"25109/2021-13";"Objeto: Contratação da Obra de Construção do Galpão de Laboratórios do Campus de Crateús/UFC";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26233";"Universidade Federal do Ceará";"CE";"FORTALEZA";"16/01/2024";"";"4390280,8800"
"000012023";"155440";"IFAM - CAMPUS TEFE";"-99";"Pregão - Registro de Preço";"23754000256202302";"Objeto: Pregão Eletrônico - Contratação de empresa especializada na prestação de serviço comum de caráter continuado com dedicação exclusiva de mão de obra, formado por grupo único, composto por dois itens: posto de cozinheiro e auxiliar de cozinha. Para o Campus Tefé do IFAM, incluindo o fornecimento de insumo e equipamentos.";"Publicado";"26000";"Ministério da Educação";"26403";"Instituto Federal do Amazonas";"AM";"TEFE";"02/01/2024";"12/12/2023";"100444,0800"
"000012023";"155821";"INST.FED.BAIANO / CAMPUS SERRINHA";"-99";"Pregão - Registro de Preço";"23790251074202353";"Objeto: Pregão Eletrônico - Pregão Eletrônico SRP 01/2023 - Registro de Preços para eventual aquisição de equipamentos/materiais diversos para o IF Baiano - Campus Serrinha";"Publicado";"26000";"Ministério da Educação";"26404";"Instituto Federal Baiano";"BA";"SERRINHA";"19/01/2024";"19/12/2023";"5185,7400"
"000012023";"156680";"UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA";"-99";"Pregão - Registro de Preço";"23855003882202251";"Objeto: Pregão Eletrônico - Contratação de empresa especializada na prestação de serviços continuados de vigia e vigilância patrimonial armada no campus da Universidade Federal do Delta do Parnaíba - UFDPAR, que compreenderá, além da mão de obra e dos uniformes, o emprego de todos os equipamentos e EPI s, armamento, necessários a execução do serviço, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Evento de Alteração Divulgad";"26000";"Ministério da Educação";"26455";"Universidade Federal do Delta do Parnaíba";"PI";"PARNAIBA";"26/01/2024";"20/04/2023";"2062431,0000"
"000012023";"158125";"INSTITUTO FEDERAL CATARINENSE - REITORIA";"3";"Concorrência";"23514000671202381";"Objeto: Contratação de serviços de publicidade prestados por intermédio de agência de propaganda, compreendendo o conjunto de atividades realizadas integradamente que tenham por objetivo o estudo, o planejamento, a conceituação, a concepção, a criação, a execução interna, a intermediação e supervisão da execução externa e a distribuição de ações publicitárias junto a públicos de interesse.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26422";"Instituto Federal Catarinense";"SC";"BLUMENAU";"02/01/2024";"";"160000,0000"
"000012023";"158195";"UNIVERSIDADE FEDERAL DE CAMPINA GRANDE";"2";"Tomada de Preços";"23096063661202324";"Objeto: Contratação de empresa especializada no ramo da construção civil para Reforma e Implantação de um Elevador de Passageiros no Bloco BG - Campus Campina Grande-PB, conforme edital e seus anexos.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26252";"Universidade Federal de Campina Grande";"PB";"CAMPINA GRANDE";"05/01/2024";"";"397990,2300"
"000012023";"158295";"IFMA/CAMPUS ACAILANDIA";"-99";"Pregão - Registro de Preço";"23249031243202387";"Objeto: Pregão Eletrônico - Registro de preço para a eventual contratação de serviços de sucção/ desentupimento e limpeza de fossa séptica, caixa de gordura e esgoto, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"MA";"ACAILANDIA";"25/01/2024";"15/01/2024";"87750,0000"
"000012023";"158370";"INST.FED. DO RN/CAMPUS CAICO";"5";"Pregão";"23139002325202361";"Objeto: Pregão Eletrônico - Contratação de serviços de auxiliar de cozinha, com fornecimento de material, para o Instituto Federal do Rio Grande do Norte - IFRN Campus Avançado de Jucurutu , a serem executados com regime de dedicação exclusiva de mão de obra.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"RN";"CAICO";"17/01/2024";"14/12/2023";"37088,6400"
