"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012021";"250110";"SUBSECRETARIA DE ASSUNTOS ADMINISTRATIVOS/MS";"3";"Concorrência";"25000021006202184";"Objeto: Contratação de serviços de publicidade prestados por intermédio de agências de propaganda, compreendendo o conjunto de atividades realizadas integradamente que tenham por objetivo o estudo, o planejamento, a conceituação, a concepção, a criação, a execução interna, a intermediação e supervisão da execução externa e a distribuição de ações publicitárias junto a públicos de interesse.";"Evento de Resultado de Julgame";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"DF";"BRASILIA";"24/01/2023";"";"860000000,0000"
"000012022";"130240";"EMBRAPA/CNAT";"6";"Dispensa de Licitação";"21173000122202216";"Objeto: Contratação de serviços de marcenaria ( fabricação e montagem de divisórias)";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"AL";"MACEIO";"02/01/2023";"";"3634,0000"
"000012022";"135026";"EMBRAPA/CNPDIA";"6";"Dispensa de Licitação";"03/2022";"Objeto: Confeccão de carimbos";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"SP";"SAO CARLOS";"19/01/2023";"";"324,0000"
"000012022";"135048";"EMBRAPA/CNPAT";"7";"Inexigibilidade de Licitação";"21153003896202229";"Objeto: Serviço de manutenção em equipamento Gerador de Nitrogênio, Peak Scientific, NM30LA, K10-09-123";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"CE";"FORTALEZA";"16/01/2023";"";"20179,9600"
"000012022";"154859";"IFMA/CAMPUS SJ DE RIBAMAR";"5";"Pregão";"23249.011239.2022";"Objeto: Pregão Eletrônico - O objeto da presente licitação é a escolha da proposta mais vantajosa para a contratação de empresa especializada em fornecimento de lanches mediante Cessão de uso de área física para exploração comercial de lanches no espaço da Cantina nas dependências do Instituto Federal de Educação, Ciência e Tecnologia do Maranhão  Campus São José de Ribamar, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"MA";"SAO JOSE DE RIBAMAR";"20/01/2023";"14/11/2022";"0,00"
"000012022";"158276";"IFMA/CAMPUS MACARANA";"5";"Pregão";"23249004548202235";"Objeto: Pregão Eletrônico - Concessão de uso e exploração, a título oneroso, de espaço físico localizado no Instituto Federal de Educação, Ciência e tecnologia do Maranhão - IFMA Campus São Luís Maracanã, destinado à CANTINA/LANCHONETE com área total aproximada de 61,30 m2, conforme condições, quantidades e exigências estabelecidas no edital e seus anexos. Objeto de disputa: preços dos itens do cardápio minimo composto por 33 itens.";"Evento de Adiamento Publicado";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"MA";"SAO LUIS";"11/01/2023";"10/01/2023";"0,00"
"000012022";"160051";"PARQUE REGIONAL DE MANUTENCAO/10";"-99";"Pregão - Registro de Preço";"64624000076202202";"Objeto: Pregão Eletrônico - Aquisição de ferramental para oficina de motores do Parque Regional de Manutenção/10 e demais Órgãos Participantes.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"CE";"FORTALEZA";"12/01/2023";"03/11/2022";"0,00"
"000012022";"160194";"COMANDO 7 REGIAO MILITAR/7 DIV DE EXERCITO";"5";"Pregão";"64318001700202244";"Objeto: Pregão Eletrônico - Serviço de Manutenção de Subestação Abrigada 600 KVA.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"PE";"RECIFE";"24/01/2023";"19/01/2023";"24056,8000"
"000012022";"160274";"25 BATALHAO LOGISTICO (ES)";"-99";"Pregão - Registro de Preço";"64140007850202150";"Objeto: Pregão Eletrônico - Eventual aquisição de ÓLEOS LUBRIFICANTES para SOMENTE o GCALC da 1º DE.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"27/01/2023";"15/12/2022";"289440,0000"
"000012022";"160296";"BASE ADM DA BRIGADA DE INFANTARIA PQDT";"-99";"Pregão - Registro de Preço";"65468005808202255";"Objeto: Pregão Eletrônico - Serviços de Manutenção em Materiais de Combate a Incêndio para a Brigada de Infantaria Pára-quedista, em substituição à IRP 03/2022.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"26/01/2023";"22/12/2022";"2520,0000"
