"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012021";"780000";"COMANDO DE OPERACOES NAVAIS";"7";"Inexigibilidade de Licitação";"62087005300202162";"Objeto: Prestação do serviço de garantia dos servidores da marca HP - HEWLETT-PACKARD BRASIL LTDA, com esclarecimentos, suporte técnico, instalação, reparos, manutenção e assistência técnica, manutenção preventiva e corretiva de hardware e software, para os servidores que compõem o Datacenter do Comando de Operações. Navais.";"Publicado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"RJ";"RIO DE JANEIRO";"21/06/2023";"";"349692,0000"
"000012022";"160136";"9º GRUPAMENTO LOGISTICO";"2";"Tomada de Preços";"65297017038202201";"Objeto: Contratação de empresa especializada para Construção do pátio de manobras, no imóvel MS090047B0045, localizado na Avenida Duque de Caxias, 1127 - Amambai, Campo Grande - MS, CEP 79.100-400, com área aproximada de 3860 m², conforme condições, quantidades e exigências estabelecidas no edital e seus anexos";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MS";"CAMPO GRANDE";"15/06/2023";"";"1193148,2700"
"000012023";"926328";"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"-99";"Pregão - Registro de Preço";"03750.010305.0002";"Objeto: Pregão Eletrônico - Contratação de empresa especializada na prestação de serviços de recrutamento e seleção de profissionais de alta gestão.";"Divulgado";"38850";"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"38850";"FUND.DE PREVID.COMPL.SERV.PUB.FED.PODER EXEC.";"-3";"Inválido";"12/06/2023";"22/05/2023";"148000,0000"
"000012023";"926533";"CONSELHO REG. DE ARQUITETURA E URBANISMO - RO";"3";"Concorrência";"00174.000024/2023";"Objeto: Contratação de empresa especializada para reforma predial, manutenção, adaptação e acessibilidade da sede do CAU/RO com o fornecimento de material, mão de obra, ferramentas e todos os equipamentos necessários à perfeita execução da obra, atendendo as exigências dos projetos básico e executivo, memorial descritivo em quantidades e especificações e ainda as especificações da Associação Brasileira de Normas Técnicas  ABNT, dentre outras normas, legislação e boas práticas.";"Evento de Reabertura de Prazo ";"38678";"CONSELHO DE ARQUITETURA E URBANISMO DE RO";"38678";"CONSELHO DE ARQUITETURA E URBANISMO DE RO";"-3";"Inválido";"15/06/2023";"";"616900,0000"
"000012023";"925428";"FUNDACAO EMPREEND. CIENTIFICOS E TÉCNOLÓGIC";"5";"Pregão";"925428.00001/2023";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para o fornecimento de materiais de consumo/insumos para laboratório.";"Divulgado";"20101";"Sem informação";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"-3";"Inválido";"23/06/2023";"07/06/2023";"19784,9900"
"000012023";"110245";"FUNDO DE IMPRENSA NACIONAL/EXEC.ORC.FINANC.";"5";"Pregão";"00034001945202194";"Objeto: Pregão Eletrônico - Contratação de empresa especializada para execução de serviço de manutenção corretiva, preditiva e preventiva nos  sistemas de edificações, infraestrutura, elétricos, eletrônicos, eletromecânicos, proteção contra descargas atmosféricas, grupo de geradores de energia elétrica, refrigeração e climatização, conjunto de grupo de nobreaks, hidráulicos, telefonia, bem como de outros serviços correlatos necessários às edificações da Imprensa Nacional  IN, com fornecimento";"Evento de Resultado de Julgame";"20000";"Presidência da República";"20116";"Fundo de Imprensa Nacional";"DF";"BRASILIA";"05/06/2023";"24/03/2023";"2922913,0100"
"000012023";"113204";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IRD";"5";"Pregão";"01343.000021/2023";"Objeto: Pregão Eletrônico - Contratação de serviços de gerenciamento e intermediação para o fornecimento de combustíveis e serviços de lavagem, de forma contínua e ininterrupta, em todo território nacional, através de rede especializada de serviços com tecnologia Smart Card e/ou software de gerenciamento para administração integrada na captura eletrônica de dados, com monitoramento via ambiente WEB, para atender a frota de veículos, máquina retroescavadeira e grupos geradores pertencentes ao IRD  In";"Evento de Alteração Publicad";"24000";"Ministério da Ciência, Tecnologia e Inovaç";"20301";"Comissão Nacional de Energia Nuclear";"RJ";"RIO DE JANEIRO";"23/06/2023";"25/05/2023";"103969,3000"
"000012023";"114617";"SUPERINTENDENCIA ESTADUAL DO IBGE NA BAHIA";"5";"Pregão";"20881.00426/21-70";"Objeto: Pregão Eletrônico - Contratação de empresa especializada em prestação de Serviços de Comunicação Multimídia (internet banda larga), através de infraestrutura baseada em fibra ótica (aceitando-se, alternativamente, o fornecimento a cabo) para atendimento às necessidades de comunicação de dados de agências, no âmbito da Superintendência Estadual do IBGE, localizadas no estado da Bahia, conforme condições, quantidades e exigências estabelecidas neste instrumento.";"Publicado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"BA";"SALVADOR";"20/06/2023";"25/05/2023";"40719,6000"
"000012023";"114627";"SUPERINTENDENCIA DO IBGE EM GOIAS";"7";"Inexigibilidade de Licitação";"03652000099202368";"Objeto: Contratação do fornecimento de créditos de viagem no transporte coletivo urbano da Região Metropolitana de Goiânia.";"Encerrado";"47000";"Ministério do Planejamento e Orçamento";"25205";"Fundação Instituto Brasileiro de Geografia ";"GO";"GOIANIA";"19/06/2023";"";"1139431,2000"
"000012023";"120023";"BASE AEREA DE SALVADOR";"-99";"Pregão - Registro de Preço";"67224002097202255";"Objeto: Pregão Eletrônico - Aquisição de Utensílios de Copa e Cozinha";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"BA";"SALVADOR";"22/06/2023";"24/01/2023";"212,8400"
"000012023";"120637";"BASE AEREA DE BOA VISTA";"5";"Pregão";"67436007663202149";"Objeto: Pregão Eletrônico - Serviço de Dosimetria de Radiação Pessoal, realizada com monitores compostos por um conjunto de quatro elementos sensíveis (dosímetros) e um porta dosímetros contendo filtros e tecnologia com possibilidade de releitura, maior rastreabilidade e alta sensibilidade.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"RR";"BOA VISTA";"06/06/2023";"22/05/2023";"3816,0000"
"000012023";"130017";"LABORATORIO FEDERAL DE DEFESA AGROPECUARIA/PA";"7";"Inexigibilidade de Licitação";"21003000762202270";"Objeto: Contratação de ensaio de proficiência em atendimento aos laboratórios de Identidade e Qualidade de Alimentos (Alimentos para Animais - ALA, Produtos de Origem Animal - POA, Produtos de Origem Vegetal - POV e Bebidas e Vinagres- BEV), Microbiologia em Alimentos e Água (MIC) e Resíduos e Contaminantes em Alimentos (RCA) em provedor acreditado, conforme ISO 17.043, conforme condições, quantidades e exigências estabelecidas neste instrumento.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"PA";"BELEM";"14/06/2023";"";"108767,0000"
"000012023";"130027";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/AL";"5";"Pregão";"21006.000142/2023";"Objeto: Pregão Eletrônico - Contratação de serviços de coleta, transporte e entrega de encomendas expressas, a serem executados de forma contínua, via aérea, no sistema porta a porta, destinados aos laboratórios oficiais e credenciados, localizados em diversas localidades do Brasil.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"AL";"MACEIO";"27/06/2023";"23/06/2023";"61224,1900"
"000012023";"130028";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/SE";"6";"Dispensa de Licitação";"21054000667202351";"Objeto: Manutenção corretiva no telhado da SFA-SE";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"SE";"ARACAJU";"06/06/2023";"";"5650,6000"
"000012023";"130029";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/BA";"7";"Inexigibilidade de Licitação";"21012002887202314";"Objeto: Realização da segunda Manutenção Programada do veículo REK 2I50 para manutenção da garantia de fábrica nas redes de concessionárias JEEP, veículo a fazer revisão por prazo.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"BA";"SALVADOR";"06/06/2023";"";"886,3400"
"000012023";"130080";"SUPERINT.DE AGRICULTURA E PECUARIA - SFA/GO";"6";"Dispensa de Licitação";"21020001101202334";"Objeto: Contratação de empresa (s) especializada (s) para confecção de material/serviços gráficos visando atender a demanda desta SFA/GO e suas unidades descentralizadas, conforme condições, quantidades, especificações e exigências estabelecidas no Termo de Referência.";"Encerrado";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"GO";"GOIANIA";"28/06/2023";"";"11040,0000"
"000012023";"130240";"EMBRAPA/CNAT";"5";"Pregão";"21173000306202359";"Objeto: Pregão Eletrônico - Contratação de empresa para a prestação de serviços de manutenção e conservação das instalações prediais, elétricas e hidráulicas da Embrapa Alimentos e Territórios, com fornecimento de materiais, conforme especificações e quantitativos a serem definidos no Termo de Referência.";"Publicado";"22000";"Ministério da Agricultura e Pecuária";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"AL";"MACEIO";"16/06/2023";"05/06/2023";"50000,0000"
