"Número Licitação";"Código UG";"Nome UG";"Código Modalidade Compra";"Modalidade Compra";"Número Processo";"Objeto";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"UF";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012023";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"5";"Pregão";"60090000453202210";"Objeto: Pregão Eletrônico - Aquisição, de 8 (oito) licenças de software de processamento de imagens de VANT/DRONE AGISOFT METASHAPE PROFESSIONAL, incluindo suporte técnico pelo período de 03 (três) meses, para atender expansão das áreas de atuação do projeto SIPAMHidro, sendo duas unidade para cada Centro Regional do Censipam (Belém, Manaus, Porto Velho) e outras duas para o CCG, conforme condições e quantidades previstas no Edital e anexos.";"Publicado";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo";"DF";"BRASILIA";"15/02/2024";"06/02/2024";"228240,0000"
"000012023";"120628";"GRUPAMENTO DE APOIO DE BELEM";"2";"Tomada de Preços";"67215006797202317";"Objeto: Contratação de empresa de engenharia especializada para a execução de Reforma e Adequação para a implantação da Central de manipulação e infusão de quimioterápicos no Hospital de Aeronáutica de Belém, localizada em frente a UTI, na extinta UI3, conforme condições, quantidades e exigências estabelecidas no edital e todos os seus anexos.";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"PA";"BELEM";"07/02/2024";"";"955059,8100"
"000012023";"152711";"INST. FED. DO RN / CAMPUS NATAL - CIDADE ALTA";"5";"Pregão";"23466000332202317";"Objeto: Pregão Eletrônico - Contratação dos serviços continuados de manutenção de bens móveis e imóveis e apoio administrativo com dedicação exclusiva de mão de obra e fornecimento de insumos sob demanda, conforme condições, quantidades e exigências estabelecidas neste instrumento e seus anexos.";"Evento de Suspensão Publicado";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"RN";"NATAL";"29/02/2024";"24/01/2024";"752203,3200"
"000012023";"152803";"INST.FED.DE ALAGOAS/CAMPUS MURICI";"-99";"Pregão - Registro de Preço";"23041008283202329";"Objeto: Pregão Eletrônico - Aquisição de ferramentas de uso geral.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26402";"Instituto Federal de Alagoas";"AL";"MURICI";"16/02/2024";"10/01/2024";"855,2800"
"000012023";"153015";"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"3";"Concorrência";"23062020648202378";"Objeto: Contratação de empresa especializada para a execução da REQUALIFICAÇÃO DO CAMPUS ARAXÁ (PRÉDIOS 1 A 12), SUBSTITUIÇÃO DOS TELHADOS E SISTEMA DE DRENAGEM, REGULARIZAÇÃO DOS ITENS DE SEGURANÇA CONTRA INCÊNDIO, ADEQUAÇÃO DA ACESSIBILIDADE GERAL E DEMAIS SERVIÇOS COMPLEMENTARES, com fornecimento de mão de obra e materiais e equipamentos na cidade de Araxá  MG, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos.";"Publicado";"26000";"Ministério da Educação";"26257";"Centro Federal de Educação Tecnológica de ";"MG";"BELO HORIZONTE";"16/02/2024";"";"4500000,0000"
"000012023";"158313";"CAMPUS FORTALEZA/IFCE";"3";"Concorrência";"23486001039202339";"Objeto: Contratação de empresa(s) especializada(s) em obra de engenharia, na construção de edificações envolvendo os tipos Alvenaria e/ou Light Steel Frame, para os campi Caucaia, Maracanaú, Crateús, Ubajara, Camocim, Morada Nova e Tabuleiro do Norte do Instituto Federal do Ceará.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26405";"Instituto Federal do Ceará";"CE";"FORTALEZA";"02/02/2024";"";"4374237,5100"
"000012023";"158372";"INST.FED.DO RN/CAMPUS SANTA CRUZ";"5";"Pregão";"23138000727202331";"Objeto: Pregão Eletrônico - Contratação de serviços de motorista, a serem executados com regime de dedicação exclusiva de mão de obra.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26435";"Instituto Federal do Rio Grande do Norte";"RN";"SANTA CRUZ";"20/02/2024";"05/02/2024";"228704,4000"
"000012023";"158718";"UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA";"3";"Concorrência";"23479011618202389";"Objeto: Contratação de empresa especializada para construção do muro, pavimentação e acessibilização urbana do campus de Rondon do Pará da Unifesspa, conforme condições e exigências estabelecidas no instrumento";"Publicado";"26000";"Ministério da Educação";"26448";"Universidade Federal do Sul e Sudeste do Par";"PA";"MARABA";"28/02/2024";"";"1371409,9800"
"000012023";"158886";"INST.FED.ESPIRITO SANTO/CAMPUS BARRA SAO FRAN";"-99";"Pregão - Registro de Preço";"23543000355202361";"Objeto: Pregão Eletrônico - Registro de Preços para aquisição futura de materiais para a manutenção predial do Ifes Campus Barra de São Francisco, considerando a necessidade de manutenção das estruturas físicas do Campus, conforme condições, quantidades e exigências estabelecidas no Termo de Referência.";"Evento de Resultado de Julgame";"26000";"Ministério da Educação";"26406";"Instituto Federal do Espírito Santo";"ES";"BARRA DE SAO FRANCISCO";"09/02/2024";"09/01/2024";"1859,0000"
"000012023";"160068";"DEPARTAMENTO DE EDUCACAO E CULTURA DO EXERCIT";"3";"Concorrência";"64465033434202314";"Objeto: Contratação de escoramento da plataforma em balanço e do peitoril da escada de acesso ao Monumento Nacional Aos Mortos da Segunda Guerra Mundial, situado na Avenida Infante Dom Henrique, 75 - Glória, Rio de Janeiro - RJ, observado o Projeto Básico e seus anexos, conforme condições e exigências estabelecidas no Termo de Referência.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"05/02/2024";"";"0,00"
"000012023";"160118";"COMANDO DA 4ª REGIAO MILITAR";"3";"Concorrência";"64316086718202228";"Objeto: Prestação do serviço de Obra de engenharia de Ampliação das Instalações do Posto Médico de Guarnição de Belo Horizonte, em Belo Horizonte, MG.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MG";"BELO HORIZONTE";"16/02/2024";"";"0,00"
"000012023";"160120";"4. DEPOSITO DE SUPRIMENTO";"3";"Concorrência";"64451009235202336";"Objeto: Construção de Galpão para Torre Remax na 2ª Cia do 4º Depósito de Suprimento Em Juiz De Fora/MG.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MG";"JUIZ DE FORA";"29/02/2024";"";"925000,0000"
"000012023";"160141";"COMISSAO REGIONAL DE OBRAS DA 9ª RM";"3";"Concorrência";"65328.000448/2023";"Objeto: Obra de construção do pavilhão Subunidade Cia Com e Cia C2 do 9º Batalhão de Comunicações e Guerra Eletrônica, em Campo Grande - MS.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"MS";"CAMPO GRANDE";"01/02/2024";"";"4382028,9400"
"000012023";"160245";"POLICLINICA MILITAR DE NITEROI";"-99";"Pregão - Registro de Preço";"64657002323202309";"Objeto: Pregão Eletrônico - Eventual contratação de aquisição de toner e cartuchos de impressora, para atender às necessidades da PoMN e dos integrantes do Grupo de Coordenação e Acompanhamento de Licitações e Contratos  GCALC.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"NITEROI";"21/02/2024";"21/11/2023";"0,00"
"000012023";"160291";"CENTRO TECNOLOGICO DO EXERCITO";"2";"Tomada de Preços";"65374002564202389";"Objeto: Escolha da proposta mais vantajosa para a contratação do serviço de manutenção de coberturas dos pavilhões D4 e D7 do Instituto de Defesa Química, Biológica, Radiológica e Nuclear (IDQBRN), incluindo impermeabilização de superfície, recomposição de rufo e cumeeira.";"Evento de Resultado de Julgame";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RJ";"RIO DE JANEIRO";"29/02/2024";"";"118649,7200"
"000012023";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"2";"Tomada de Preços";"64554010273202383";"Objeto: Contratação de empresa especializada para a adequação das instalações elétricas do 19º GAC, em Santiago/RS.";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"RS";"SANTIAGO";"05/02/2024";"";"100991,9400"
"000012023";"179007";"BANCO DA AMAZONIA S/A";"3";"Concorrência";"2023/105";"Objeto: Contratação de serviços de análise socioambiental, fiscalização, diagnostico e sensoriamento remoto e de geoprocessamento, para monitoramento de empreendimentos e validação de dados georreferenciados, através de laudo técnico, no processo de concessão e acompanhamento dos financiamentos concedidos pelo Banco da Amazônia aos seus clientes, nos termos e condições constantes no Edital e seus Anexos.";"Evento de Anulação Publicado";"25000";"Ministério da Fazenda";"25000";"Ministério da Fazenda - Unidades com víncul";"PA";"BELEM";"15/02/2024";"";"0,00"
